review_count,state,full_address,type,city,open,neighborhoods,stars,name,business_id,categories,longitude,latitude
8,AZ,"100 Easy StCarefree, AZ 85377",business,Carefree,true,,4.5,AZ Wine Company,K0v87iFgB3sXSzw6e-BJ5w,"Food,Beer, Wine & Spirits",-111.9229042,33.8242305
4,AZ,"Mesa, AZ 85215",business,Mesa,true,,5.0,Rocket Rooter Plumbing and Drain Service,jcQgDviuCuJLJWjYoTy9MA,"Plumbing,Home Services",-111.5468301,33.519545
11,AZ,"Mondrian Hotel Scottsdale7353 E Indian School RdScottsdale, AZ 85251",business,Scottsdale,false,,3.0,Red Bar,QL3vFMAsEHqfi1KGH-4igg,"Bars,Nightlife,Lounges",-111.924226,33.49447
42,AZ,"10227 N Metro Pkwy EPhoenix, AZ 85051",business,Phoenix,false,,3.5,China Chan Restaurant,yOYFhiTjT-SM4spKtDk92w,"Buffets,Dim Sum,Chinese,Restaurants",-112.120516,33.5803589
3,AZ,"9251 E Shea BlvdScottsdale, AZ 85258",business,Scottsdale,true,,2.5,McDonald's,4IAzFJ159GEaIGX1-y6Bmw,"Burgers,Fast Food,Restaurants",-111.881625,33.581867
5,AZ,"32351 N Scottsdale RdScottsdale, AZ 85262",business,Scottsdale,true,,3.5,Target Stores,s02x9kPbZii-uw1x0Oyy6w,"Department Stores,Fashion,Shopping,Drugstores",-111.9257696,33.7801176
54,AZ,"15205 N Kierland BlvdSte 150Scottsdale, AZ 85254",business,Scottsdale,true,,4.5,Kierland Commons,e9JhcYEgNbRL8i8CTdQO2w,"Shopping Centers,Shopping",-111.930343,33.624638
85,AZ,"7001 N Scottsdale RdSte 147Scottsdale, AZ 85253",business,Scottsdale,false,,3.0,Nimbus American Bistro N' Brewery,MLAnvEcvDfOWELHUN_0xEw,"Food,Breweries,American (New),Restaurants",-111.9641728,33.5388471
15,AZ,"W Union Hills DrGlendale, AZ 85308",business,Glendale,true,,4.0,Foothills Park,BtKwRZRMyTIi9BRFk-75sQ,"Active Life,Dog Parks,Amateur Sports Teams,Parks",-112.179572582245,33.6570846738415
5,AZ,"3592 S Atherton BlvdSte 107Gilbert, AZ 85297",business,Gilbert,true,,3.5,Little Tykes Pediatric Dentistry,MwIM3O0p8V_y2ttXz0_xGw,"Pediatric Dentists,Health & Medical,Dentists",-111.71703,33.285218
9,AZ,"7607 E McDowell RoadSuite 101Scottsdale, AZ 85257",business,Scottsdale,true,,3.0,Peter Piper Pizza,JHp5mJvYe6UtM_QsklR-iw,"Pizza,Restaurants",-111.9175425,33.4661264
5,AZ,"524 W Broadway RdSte 107Tempe, AZ 85282",business,Tempe,true,,5.0,Plaza de Anaya,O0ayL4r9AbonKwdgelBL3A,"Active Life,Performing Arts,Arts & Entertainment,Dance Studios,Fitness & Instruction",-111.9470154,33.4076118
10,AZ,"616 E Pima StreetGila Bend, AZ 85337",business,Gila Bend,true,,3.5,Sofia's Mexican Food,sygb2W4NRadVXiWhW8bnFQ,"Mexican,Restaurants",-112.7113217,32.9482948
4,AZ,"4532 N 7th St#BPhoenix, AZ 85014",business,Phoenix,false,,5.0,Nostalgic Alley,ECuS72VSRKpRRFToQiNQxA,"Thrift Stores,Used, Vintage & Consignment,Fashion,Shopping",-112.065449,33.503223
9,AZ,"1930 W Pinnacle Peak RdSte 119Phoenix, AZ 85027",business,Phoenix,false,,3.0,Meatballz,JvJjaTJCyUGu5SDpoJWvZg,"Caterers,Restaurants,Event Planning & Services,Italian",-112.101312,33.6988429
5,AZ,"4515 E Cactus RdPhoenix, AZ 85032",business,Phoenix,true,,4.0,Cool Cuts 4 Kids,u9b49Z4JmvbP6KTe26lyoA,"Hair Salons,Beauty & Spas",-111.9820732,33.5991424
3,AZ,"4032 N Miller RoadScottsdale, AZ 85251",business,Scottsdale,true,,5.0,Ford Robert Black Agency,j1Ql05L7wn_8GGLj3jHkWg,,-111.9174842,33.4939995
27,AZ,"4730 E Warner RdPhoenix, AZ 85044",business,Phoenix,true,,4.0,Panda Garden,507GX11jtCsVYlzaur05_w,"Chinese,Restaurants",-111.983142,33.333182
15,AZ,"2480 W Happy Valley Rd.Suite 1215Phoenix, AZ 85085",business,Phoenix,true,,4.5,Charming Charlie,3ic0B872Tql7dwO4YRTDCw,"Fashion,Shopping,Jewelry,Accessories",-112.1114135,33.7129657
17,AZ,"124th St & Via LindaScottsdale, AZ 85255",business,Scottsdale,true,,4.5,Lost Dog Wash Trail,0EE3BohGb4lxWRnHLiqNnw,"Active Life,Hiking",-111.8134299,33.5896225
3,AZ,"3111 W Chandler Blvd Ste 2146Chandler, AZ 85226",business,Chandler,false,,4.5,Ruby's Diner,GhC1V0MRGoma3MP0Gn28Fw,"Restaurants",-111.897553,33.305681
3,AZ,"PO Box 25589Tempe, AZ 85285",business,Tempe,true,,4.5,College Times,pvJuii1d2CTQd9BF3gT_Sg,"Print Media,Mass Media",-111.9360171,33.3928523
11,AZ,"7700 W. Arrowhead Tn. Ctr.1079Glendale, AZ 85308",business,Glendale,true,,2.5,AMC Arrowhead 14,-nPwp-pg-pTEO2nqo1h_lg,"Arts & Entertainment,Cinema",-112.225298881531,33.6424376443382
38,AZ,"13616 N 35th AveSte 1Phoenix, AZ 85029",business,Phoenix,true,,4.0,Lenny's Burger Shop,reMYkuDhLk4raAviOFtvOQ,"Burgers,Restaurants",-112.119087,33.597474
3,AZ,"4410 E University DrMesa, AZ 85205",business,Mesa,true,,3.5,Yee-haws,MG1IbQUurcXn8NQgXGM34Q,"Delis,Restaurants",-111.735789,33.423805
3,AZ,"9020 N 19th AvePhoenix, AZ 85021",business,Phoenix,true,,3.5,Panda Gourmet,KqYY2rwD8ymjU9mVJwiuRQ,"Chinese,Restaurants",-112.0998396,33.5682973
5,AZ,"13277 W McDowell RdGoodyear, AZ 85395",business,Goodyear,true,,4.5,Brass Armadillo Antique Mall,idpRaOujsEvnI-LzDSKa6g,"Shopping,Antiques",-112.3447338,33.4618027
6,AZ,"2344 E Baseline RdMesa, AZ 85204",business,Mesa,true,,4.0,Brake Masters,vusJ2oza6-jzhzBTeae-OQ,"Auto Repair,Automotive,Oil Change Stations",-111.783074,33.37947
52,AZ,"7014-590 E Camelback RdScottsdale, AZ 85251",business,Scottsdale,true,,3.5,Five Guys Burger and Fries,jvvh4Q00Hq2XyIcfmAAT2A,"Burgers,Restaurants",-111.9284569,33.503323
3,AZ,"4315 W Bell RoadGlendale, AZ 85308",business,Glendale,true,,4.5,Fry's & Fry's Marketplace,BF0XhsT8mEv6gpxru_8Syg,"Food,Grocery",-112.1528218,33.6378053
106,AZ,"8707 S Priest DrSte 101Tempe, AZ 85284",business,Tempe,true,,4.0,Forefathers Gourmet Cheesesteaks & Fries,RtwOc-n_RkiUuDGaNfCsNw,"Cheesesteaks,Sandwiches,Restaurants",-111.9631173,33.3351559
20,AZ,"201 E Camelback RdPhoenix, AZ 85012",business,Phoenix,true,,3.5,Red Modern Furniture,xWcTt1L4vQC_QkPfPBVlCw,"Shopping,Home Services,Home & Garden,Lighting Fixtures & Equipment,Furniture Stores,Home Decor",-112.0709232,33.5090487
4,AZ,"1702 W Camelback RdPhoenix, AZ 85015",business,Phoenix,true,,4.0,Loi Phat Oriental Food Grocery Store,ldsiFlvSxBhuZHZxvzWPYw,"Food,Grocery",-112.0962274,33.5097112
6,AZ,"2027 E Camelback RdPhoenix, AZ 85016",business,Phoenix,true,,3.0,My Sister's Attic,dLBqf9QayF9eSUzz6BvmSQ,"Used, Vintage & Consignment,Fashion,Shopping,Home & Garden,Furniture Stores",-112.0372641,33.5092825
5,AZ,"4331 E Broadway RoadMesa, AZ 85206",business,Mesa,true,,3.0,Tri-City East Veterinary Hospital,LSxO2ko3_5KODWKZLEm8FQ,"Veterinarians,Pets",-111.7371543,33.4081936
8,AZ,"3135 E Lincoln DrPhoenix, AZ 85016",business,Phoenix,false,,4.5,Loehmann's Inc,Y1eMoHPnhwoOcYsKxGl74g,"Women's Clothing,Fashion,Shopping,Accessories",-112.0148644,33.5307752
3,AZ,"144 N Central AvePhoenix, AZ 85004",business,Phoenix,true,,2.5,Subway,0YCV8260mMgN0PxuzAtO3g,"Fast Food,Sandwiches,Restaurants",-112.0740911,33.4503008
3,AZ,"2301 E Yeager DrSte 3Chandler, AZ 85286",business,Chandler,true,,5.0,CrossFit Infernal,Wc4-mBb_8CTF5KoU8Fariw,"Gyms,Weight Loss Centers,Health & Medical,Trainers,Fitness & Instruction,Active Life",-111.8017218,33.2805741
3,AZ,"4705 E Carefree HwySte 116Cave Creek, AZ 85331",business,Cave Creek,true,,4.5,Churchill's Fine Cigars,p4O4b0oZiV5oDhIDrCrgcg,"Tobacco Shops,Shopping",-111.9798909,33.7977694
4,AZ,"855 W Warner RdGilbert, AZ 85233",business,Gilbert,true,,3.5,Fry's Food & Drug Stores & Fry's Marketplace,rksEr9GshBvBkV4vAQbruQ,"Food,Grocery",-111.8083119,33.3340421
3,AZ,"4267 W Thunderbird RoadPhoenix, AZ 85053",business,Phoenix,true,,3.0,Blimpie Subs & Salads,NtizlEdtnJX0tteMdZ-6tw,"Restaurants",-112.1505433,33.6106566
3,AZ,"15816 N Greenway Hayden LoopSte 100Scottsdale, AZ 85260",business,Scottsdale,true,,3.5,Lighting Unlimited,z1CjVXv6M6RbWhZO1lIExA,"Local Services,Discount Store,Shopping,Appliances & Repair,Office Equipment",-111.913695,33.629381
49,AZ,"2401 East Camelback RoadPhoenix, AZ 85016",business,Phoenix,true,,4.0,"The Ritz-Carlton, Phoenix",HLQUH1VAw4KbSV-IhxOPEw,"Hotels & Travel,Event Planning & Services,Hotels",-112.0293073,33.508954
580,AZ,"960 W University DrTempe, AZ 85281",business,Tempe,true,,4.5,Cornish Pasty Company,WNy1uzcmm_UHmTyR--o5IA,"Pubs,Bars,Nightlife,British,Restaurants",-111.951494,33.422728
5,AZ,"Phoenix, AZ 85034",business,Phoenix,true,,5.0,All Patio Doors & More,A0-0oO2I-L4QF9BMi9duuw,"Home Services,Contractors",-112.0178286,33.4382789
7,AZ,"6773 W Bell RoadGlendale, AZ 85308",business,Glendale,true,,2.0,Chuck E Cheese,woihBX8gAaEDL4nWtao9dg,"Arts & Entertainment,Pizza,Arcades,Restaurants",-112.2051629,33.6380899
4,AZ,"15033 W Bell RoadSurprise, AZ 85374",business,Surprise,true,,2.0,Smiles of Beauty-Surprise,aK8BF1xuYZVzUgi3qAn3Ug,"Health & Medical,Dentists",-112.383586,33.6382509
4,AZ,"3141 S McClintock Dr Ste 1Tempe, AZ 85282",business,Tempe,true,,2.5,Blockbuster Video,jl_2Ui3vC81bIwOCCQZI1w,"Videos & Video Game Rental,Books, Mags, Music & Video,Shopping",-111.908919,33.394763
4,AZ,"605 E Bell RoadPhoenix, AZ 85022",business,Phoenix,true,,2.5,Bank of America,ejx-rekLkZ2RkNgSejf0pA,"Banks & Credit Unions,Financial Services,Mortgage Brokers,Home Services,Real Estate",-112.0663313,33.6402102
5,AZ,"6195 W Bell RoadGlendale, AZ 85308",business,Glendale,true,,4.0,Big O Tire Stores,aX2Js7hZBhBAzc8LeRs55w,"Tires,Automotive",-112.1925299,33.6384243
4,AZ,"7360 W Bell RdGlendale, AZ 85308",business,Glendale,true,,4.0,Sports Authority,5Rtgv0oDqmKkIayIrjEjqg,"Sporting Goods,Shopping",-112.217652,33.639331
4,AZ,"3396 N HaydenScottsdale, AZ 85251",business,Scottsdale,true,,2.5,Arizona Federal Credit Union,Xk41spRMMo2C7Nn8YQIL0g,"Banks & Credit Unions,Financial Services",-111.909447,33.487234
54,AZ,"2945 E Bell RdSte 102Phoenix, AZ 85032",business,Phoenix,true,,3.5,Kampai,0BpMvu5B9fY-KEbOuxLtFQ,"Japanese,Restaurants",-112.019165147988,33.639951900923
4,AZ,"21398 S Ellsworth RdQueen Creek, AZ 85242",business,Queen Creek,true,,4.0,Target,bIOEv4Gc49SiFhYedmN7aA,"Food,Department Stores,Grocery,Fashion,Shopping",-111.64149939723,33.25480254189
4,AZ,"8009 E Dillons WayScottsdale, AZ 85260",business,Scottsdale,true,,5.0,Dillon Precision Products,Q7Yo02l--O9KMWYYNukY0w,,-111.9067544,33.6339781
69,AZ,"15435 N Scottsdale RdSte 100Scottsdale, AZ 85260",business,Scottsdale,true,,3.5,Five Guys Burgers and Fries,jqZKv-7F54guDLalXEjHxg,"Burgers,Restaurants",-111.9254565,33.6265775
24,AZ,"2370 W Happy Valley RdPhoenix, AZ 85085",business,Phoenix,true,,3.5,Paradise Bakery & Cafe,dzSPa5kkpQIRjMOHvDUF_Q,"Bakeries,Food,Sandwiches,Restaurants",-112.1117309,33.7129653
5,AZ,"15464 N Frank Lloyd Wright BlvdScottsdale, AZ 85260",business,Scottsdale,true,,2.0,TJ Maxx,SJMjlvbGDUGO9Elpkl4kew,"Department Stores,Fashion,Shopping",-111.889604330063,33.6285117246143
8,AZ,"1000 N. College Ave.Tempe, AZ 85281",business,Tempe,true,,2.5,Papago Dog Park,oD3K3aT52uNdLaYmGnRV8A,"Active Life,Dog Parks,Parks",-111.9308428,33.4394844
8,AZ,"5030 W Baseline RdSte 133Laveen, AZ 85339",business,Laveen,true,,4.0,Ellaments Salon & Boutique,rftGOyvbSAMOBTJWGhTLgA,"Hair Salons,Beauty & Spas",-112.1666063,33.3776437
13,AZ,"2870 N Hayden RdScottsdale, AZ 85257",business,Scottsdale,true,,3.5,Sonic Drive-In,kIco4kv-FHT6QqdkDQ2cow,"American (Traditional),Fast Food,Restaurants",-111.9093213,33.4796348
9,AZ,"2156 N Alma School RdSte 112Chandler, AZ 85224",business,Chandler,true,,2.5,Guns Etc,YXQzFolTvipDSpTlUTd6Eg,"Shopping,Guns & Ammo",-111.85953,33.337095
22,AZ,"393 W Warner RdChandler, AZ 85225",business,Chandler,true,,3.5,Draft House On The Reef,2qbajPD8M7PJlWWaHSRR5Q,"Dive Bars,Bars,American (Traditional),Nightlife,Restaurants",-111.8463705,33.3344463
3,AZ,"1700 W Washington StPhoenix, AZ 85007",business,Phoenix,true,,2.5,Arizona State Capitol,j559p_Yelp12W2W_gTvDaA,"Landmarks & Historical Buildings,Public Services & Government",-112.0950937,33.447646
3,AZ,"3616 E Ray RdPhoenix, AZ 85044",business,Phoenix,true,,3.5,Fry's Supermarket,tieXOBZlj01Hk_CR_sl0pg,"Food,Grocery",-112.005508,33.316848
3,AZ,"1339 E Chandler BlvdPhoenix, AZ 85048",business,Phoenix,true,,4.0,K-Bella Salon & Spa,_0Eql3UB3K5-6q4IHNBbWA,"Skin Care,Hair Salons,Hair Removal,Beauty & Spas",-112.0534109,33.3052569
10,AZ,"1835 W Missouri AvePhoenix, AZ 85015",business,Phoenix,true,,4.5,Healthy Outlook Family Medicine,I98ESrTemwkaVIrN_USx4A,"Doctors,Health & Medical,Family Practice",-112.098838,33.516595
15,AZ,"334 N 25th AvePhoenix, AZ 85009",business,Phoenix,true,,3.5,Old World Brewery,1XiG4o4edRcoBcIrP209yg,"Food,Breweries",-112.113567,33.452284
47,AZ,"2753 E BroadwaySte 104Mesa, AZ 85204",business,Mesa,true,,4.0,Giant Hamburgers,AoO0FJyUm01lmIJJTcPWEQ,"Burgers,Restaurants",-111.7716542,33.4064076
4,AZ,"13201 N 35th AveSte 3BPhoenix, AZ 85029",business,Phoenix,true,,5.0,Hacker Accounting,2k1I66IxKL9vJnRQhXWkDQ,"Accountants,Professional Services",-112.119087,33.597474
4,AZ,"4513 N Scottsdale RdScottsdale, AZ 85251",business,Scottsdale,false,,3.5,The Coffee Bean & Tea Leaf,LNUx60j6DQAxJuikUiZNvw,"Food,Coffee & Tea",-111.9256326,33.5033716
19,AZ,"2515 N Scottsdale RdScottsdale, AZ 85250",business,Scottsdale,true,,4.0,AZ Wine Company,xKXahNKbBUZtOPWibwq94w,"Food,Wine Bars,Bars,Nightlife,Beer, Wine & Spirits",-111.925588,33.475302
3,AZ,"1445 W Elliot RdTempe, AZ 85284",business,Tempe,true,,5.0,Costco Wholesale,1Nge1ObX93-y1AoXONt34A,"Tires,Automotive,Auto Repair",-111.961862,33.347289
3,AZ,"8921 N 7th StPhoenix, AZ 85020",business,Phoenix,true,,3.5,Goodwill Industries of AZ,BmElzV6FNKvt2R7rI_gfvQ,"Used, Vintage & Consignment,Fashion,Shopping",-112.0652303,33.5667554
7,AZ,"837 N Dobson RdMesa, AZ 85201",business,Mesa,true,,4.0,Bed Bath & Beyond,9W5zaqA_fdjTk127fioY0A,"Department Stores,Fashion,Shopping,Home Decor,Home & Garden,Kitchen & Bath",-111.873996,33.430264
17,AZ,"602 E Lincoln StPhoenix, AZ 85004",business,Phoenix,true,,3.0,Tee Pee Tap Room,eK6KGMKqU_4nB9RdayZD7Q,"Mexican,Restaurants",-112.0657857,33.4423368
70,AZ,"20831 N Scottsdale RdSte 117Scottsdale, AZ 85255",business,Scottsdale,true,,3.0,Cold Beers & Cheeseburgers,umdxfhSlk67yGEi8-S-bEg,"Burgers,American (Traditional),Restaurants",-111.924676895142,33.6765685033475
4,AZ,"2502 E Camelback RoadPhoenix, AZ 85016",business,Phoenix,true,,3.0,Sprint,aIpqc26pFPyEglBrs0k7EA,"Shopping,Mobile Phones",-112.0272041,33.5102068
11,AZ,"4410 N 40th StPhoenix, AZ 85018",business,Phoenix,true,,4.0,Paperjoy,mG5WTamjKzje897WkCXiTA,"Cards & Stationery,Arts & Crafts,Flowers & Gifts,Shopping,Event Planning & Services",-111.9955012,33.5024095
6,AZ,"1803 E Rio Salado PkwySte 104Tempe, AZ 85281",business,Tempe,true,,5.0,EuroTechs,k_yGJN2ynaUkzLTEzBWyLA,"Auto Repair,Automotive",-111.907821,33.428722
4,AZ,"1710 S Alma School RdMesa, AZ 85210",business,Mesa,true,,5.0,Boot Barn,ixxKknYQAGGpCE1LhmFg3A,"Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores",-111.857962,33.383482
4,AZ,"13220 W Van Buren St Ste 108Suite 108Goodyear, AZ 85338",business,Goodyear,true,,2.5,Desert Oasis Floral,5hGkW5VddU07sI8DPfi-Bw,"Flowers & Gifts,Shopping,Florists",-112.3436915,33.4502598
6,AZ,"550 W McDowell RdPhoenix, AZ 85003",business,Phoenix,true,,4.5,Community Florist,imSAkSzL5X1rUc3Z1ZMYeA,"Flowers & Gifts,Shopping,Florists",-112.0822105,33.4659933
18,AZ,"Sky Harbor Airport - Terminal 43400 Sky Harbor BlvdPhoenix, AZ 85034",business,Phoenix,true,,2.5,Jody Maroni's Sausage Kingdom,YowLDN2YEKVJpHv0Loqm5A,"Hot Dogs,Restaurants",-112.0178286,33.4382789
4,AZ,"1235 S Gilbert RdSte 8Mesa, AZ 85204",business,Mesa,true,,5.0,Baby Mother & More,l7WFICL6sLarCOHc0YFODQ,"Shopping,Baby Gear & Furniture",-111.787043,33.392567
58,AZ,"501 W Thomas RdPhoenix, AZ 85013",business,Phoenix,true,,3.5,5th Avenue Cafe,HQFscafV3wi5z4yOKdUGRg,"Breakfast & Brunch,Diners,Restaurants",-112.080631,33.480016
6,AZ,"29455 N Cave Creek RdSte 108Cave Creek, AZ 85331",business,Cave Creek,true,,4.0,Bonnie's Barkery,JW1M3UOIopAA4C2y0Xt0wQ,"Pets,Pet Stores",-111.991308,33.751685
11,AZ,"1757 E Baseline RdSte 129Gilbert, AZ 85233",business,Gilbert,true,,4.5,"David T Madder, DMD",46Pklsv4V2dku7yY5rvhIw,"Health & Medical,Dentists,General Dentistry",-111.793383,33.37854
549,AZ,"401 W Clarendon AvePhoenix, AZ 85013",business,Phoenix,true,,4.0,Gallo Blanco Cafe,-sC66z4SO3tR7nFCjfQwuQ,"Mexican,Restaurants",-112.079081,33.49112
4,AZ,"6607 S Central AvePhoenix, AZ 85042",business,Phoenix,true,,2.5,Turk's Fish and Chips,hBodj_f6adUAnEVUb_he_A,"American (Traditional),Restaurants",-112.073079,33.386417
6,AZ,"13764 W. Bell RoadSurprise, AZ 85374",business,Surprise,true,,2.0,Banfield Pet Hospital,fc7HNDbFpDlDWCGMh-c8lw,"Veterinarians,Pets",-112.354279,33.640184
5,AZ,"1457 W Southern AveMesa, AZ 85202",business,Mesa,false,,3.0,Souper Salad,1J1iid_qU__8_CxiS2Zw4Q,"Buffets,Restaurants",-111.862526,33.3925142
4,AZ,"2637 W Bethany Home RdPhoenix, AZ 85073",business,Phoenix,true,,3.5,Danny's Barber Shop,Si4xIYKj7cbBou6Vkk0JJg,"Barbers,Beauty & Spas",-112.1163693,33.5239202
8,AZ,"625 W Deer Valley RdSte 105Phoenix, AZ 85027",business,Phoenix,true,,4.5,Au Reve,OiQd6wkxOFx9k_EmRaJYTA,"Hair Salons,Beauty & Spas",-112.0823333,33.6835998
9,AZ,"1342 W Warner RdTempe, AZ 85281",business,Tempe,true,,2.5,Port of Subs,6ZYt8IChJmH3Ra5IqnlivA,"Sandwiches,Restaurants",-111.9619158,33.3345479
6,AZ,"4940 E Ray RdPhoenix, AZ 85044",business,Phoenix,true,,3.0,FedEx Office Print & Ship Center,bFm1ZmXPg0CVsc97sej_tQ,"Local Services,Shipping Centers,Printing Services",-111.9777098,33.3212765
28,AZ,"5136 S Rural RdTempe, AZ 85282",business,Tempe,true,,3.5,Sushi Time,y8a480EiwWikqlR1inkGxg,"Sushi Bars,Restaurants",-111.9285013,33.3792532
3,AZ,"2623 E McDowell RdPhoenix, AZ 85008",business,Phoenix,true,,4.5,Jack's Automotive Service,JuQncODLNOhfSaa-5okpQQ,"Auto Repair,Automotive,Tires",-112.024916,33.465427
4,AZ,"1911 W Broadway RdSte 1Mesa, AZ 85202",business,Mesa,true,,3.5,Ub's Restaurant & Bar,qgVS6sBe7JNEI8otg0Y3dg,"American (Traditional),Restaurants",-111.872612,33.407138
13,AZ,"15029 N Thompson Peak PkwySte B111Scottsdale, AZ 85260",business,Scottsdale,true,,4.0,Starbucks Coffee,2jCyo55dFgGzYpoIX8TwgA,"Food,Coffee & Tea",-111.8741292,33.6226416
108,AZ,"20 W 6th StTempe, AZ 85281",business,Tempe,true,,3.5,Z'Tejas Southwestern Grill,hyff2JyqQgf85MaJZslHCg,"Tex-Mex,Restaurants",-111.9409053,33.4245625
32,AZ,"7318 E Stetson DrScottsdale, AZ 85251",business,Scottsdale,false,,3.0,Mulligan's,3g2ofV7mhEoPyfF7vFMObA,"Pubs,Bars,Sports Bars,Nightlife",-111.9235067,33.499735
7,AZ,"950 W Hatcher RdPhoenix, AZ 85021",business,Phoenix,true,,4.0,Altered Tails,pXE8u5EBP_v1HbPnr0U6xQ,"Pet Services,Veterinarians,Pets",-112.0866535,33.5712656
67,AZ,"4821 N 20th StPhoenix, AZ 85016",business,Phoenix,true,,4.5,Trader Joe's,Sy-hmzSH1OmWpHmAfZtxRA,"Food,Beer, Wine & Spirits,Grocery",-112.0388709,33.5076745
11,AZ,"650 N 54th St#0476Chandler, AZ 85226",business,Chandler,true,,3.0,The Home Depot,5BPuQsM1_CwVu7KiqIjyGA,"Building Supplies,Home Services",-111.9703172,33.3134804
6,AZ,"2164 E Broadway RdTempe, AZ 85282",business,Tempe,true,,3.5,Southwest Naturopathic Medical Center,YPaxaQz2f5fyDYPnf5vlew,"Doctors,Health & Medical,Naturopathic/Holistic",-111.893417,33.407927
7,AZ,"2055 N Alma School RdSte 16BChandler, AZ 85224",business,Chandler,true,,4.5,Sky Nails & Spa,9OjaTv86bO-YITbGhEq2XQ,"Eyelash Service,Nail Salons,Beauty & Spas",-111.856635,33.336677
